contig-100_0_0,K09933
contig-100_3_2196,K04080
contig-100_3_2197,
contig-100_3_2198,
contig-100_3_2199,
contig-100_3_2200,
contig-100_3_2201,
contig-100_3_2202,K02470
contig-100_3_2203,K03629
contig-100_3_2204,K02338
contig-100_3_2205,K02313
contig-100_3_2206,K02914
contig-100_3_2207,K03536
contig-100_3_2208,K03217
contig-100_3_2209,K03650
contig-100_3_2210,
contig-100_4_2211,K09972
contig-100_4_2212,K09971
contig-100_4_2213,K09970
contig-100_4_2214,K09969
contig-100_4_2215,
contig-100_4_2216,K18142
contig-100_4_2217,K18141
contig-100_4_2218,K18140
contig-100_4_2219,
contig-100_4_2220,K07319
contig-100_4_2221,K03557
contig-100_4_2222,K05540
contig-100_4_2223,K01674
contig-100_4_2224,K02687
contig-100_4_2225,K14392
contig-100_4_2226,
contig-100_4_2227,K01961
contig-100_4_2228,K02160
contig-100_4_2229,K17247
contig-100_4_2230,K07147
contig-100_4_2231,K19745
contig-100_4_2232,K18765
contig-100_4_2233,K03569
contig-100_4_2234,K03570
contig-100_4_2235,K03571
contig-100_4_2236,K06287
contig-100_4_2237,K08301
contig-100_4_2238,
contig-100_4_2239,K03568
contig-100_4_2240,K21698
contig-100_4_2241,K21695
contig-100_4_2242,K15548
contig-100_4_2243,K03468
contig-100_4_2244,K03623
contig-100_4_2245,
contig-100_4_2246,K03402
contig-100_4_2247,K00024
contig-100_4_2248,K04691
contig-100_4_2249,K04772
contig-100_4_2250,K09908
contig-100_4_2251,K06916
contig-100_4_2252,K02871
contig-100_4_2253,K02996
contig-100_4_2254,K03599
contig-100_4_2255,K03600
contig-100_4_2256,K03326
contig-100_4_2257,K22104
contig-100_4_2258,K01639
contig-100_4_2259,K03290
contig-100_4_2260,K00885
contig-100_4_2261,
contig-100_4_2262,K01485
contig-100_4_2263,K10974
contig-100_4_2264,K00266
contig-100_4_2265,K00265
contig-100_4_2266,K07139
contig-100_4_2267,K07648
contig-100_4_2268,
contig-100_4_2269,K03814
contig-100_4_2270,K08485
contig-100_4_2271,K06958
contig-100_4_2272,K02806
contig-100_4_2273,K05808
contig-100_4_2274,K03092
contig-100_4_2275,K06861
contig-100_4_2276,K09774
contig-100_4_2277,K11719
contig-100_4_2278,K03270
contig-100_4_2279,K06041
contig-100_4_2280,K07301
contig-100_4_2281,K02065
contig-100_4_2282,K02066
contig-100_4_2283,K02067
contig-100_4_2284,K07323
contig-100_4_2285,K07122
contig-100_4_2286,
contig-100_4_2287,K00790
contig-100_4_2288,K07724
contig-100_4_2289,K02523
contig-100_4_2290,K02899
contig-100_4_2291,
contig-100_4_2292,K03979
contig-100_4_2293,K07259
contig-100_4_2294,K03624
contig-100_4_2295,K07574
contig-100_4_2296,K02427
contig-100_4_2297,K03798
contig-100_4_2298,K00796
contig-100_4_2299,K03431
contig-100_4_2300,K03326
contig-100_4_2301,K01305
contig-100_4_2302,K21645
contig-100_4_2303,K03075
contig-100_4_2304,K01940
contig-100_4_2305,K09748
contig-100_4_2306,K02600
contig-100_4_2307,K02519
contig-100_4_2308,K02834
contig-100_4_2309,K03177
contig-100_4_2310,K02956
contig-100_4_2311,K00962
contig-100_4_2312,K05803
contig-100_4_2313,K05592
contig-100_4_2314,K03835
contig-100_4_2315,
contig-100_4_2316,
contig-100_4_2317,K08303
contig-100_4_2318,
contig-100_4_2319,K03824
contig-100_4_2320,K07461
contig-100_4_2321,K09979
contig-100_4_2322,
contig-100_4_2323,
contig-100_4_2324,K12961
contig-100_4_2325,K07460
contig-100_4_2326,K07121
contig-100_4_2327,K07056
contig-100_4_2328,
contig-100_4_2329,K02436
contig-100_4_2330,K00094
contig-100_4_2331,K02775
contig-100_4_2332,K02774
contig-100_4_2333,K02773
contig-100_4_2334,K16371
contig-100_4_2335,K08302
contig-100_4_2336,K01708
contig-100_4_2337,K12299
contig-100_4_2338,K01630
contig-100_4_2339,K00042
contig-100_4_2340,K00865
contig-100_4_2341,K07592
contig-100_4_2342,K01754
contig-100_4_2343,K03838
contig-100_4_2344,K00932
contig-100_4_2345,K00656
contig-100_4_2346,K09022
contig-100_4_2347,K01752
contig-100_4_2348,
contig-100_4_2349,
contig-100_4_2350,
contig-100_4_2351,
contig-100_4_2352,
contig-100_4_2353,
contig-100_4_2354,K07393
contig-100_4_2355,K15977
contig-100_4_2356,
contig-100_4_2357,
contig-100_4_2358,
contig-100_4_2359,
contig-100_4_2360,
contig-100_4_2361,
contig-100_4_2362,K19775
contig-100_4_2363,K08191
contig-100_4_2364,K01812
contig-100_4_2365,K01685
contig-100_4_2366,
contig-100_4_2367,K07862
contig-100_4_2368,
contig-100_4_2369,
contig-100_4_2370,K07043
contig-100_4_2371,K11391
contig-100_4_2372,K00219
contig-100_4_2373,K03931
contig-100_4_2374,
contig-100_4_2375,
contig-100_4_2376,K12112
contig-100_4_2377,K12111
contig-100_4_2378,K12113
contig-100_4_2379,K06878
contig-100_4_2380,K09251
contig-100_4_2381,K03776
contig-100_4_2382,
contig-100_4_2383,K07229
contig-100_4_2384,
contig-100_4_2385,K00574
contig-100_4_2386,
contig-100_4_2387,K00005
contig-100_4_2388,K05880
contig-100_4_2389,K00798
contig-100_4_2390,
contig-100_4_2391,K00086
contig-100_4_2392,
contig-100_4_2393,K06120
contig-100_4_2394,K06121
contig-100_4_2395,K06122
contig-100_4_2396,
contig-100_4_2397,
contig-100_4_2398,K03649
contig-100_4_2399,K03086
contig-100_4_2400,K02316
contig-100_4_2401,K02970
contig-100_4_2402,K01409
contig-100_4_2403,K03189
contig-100_4_2404,K03188
contig-100_4_2405,K03187
contig-100_4_2406,K01428
contig-100_4_2407,K01429
contig-100_4_2408,K01430
contig-100_4_2409,K03190
contig-100_4_2410,K11106
contig-100_4_2411,K03780
contig-100_4_2412,K03779
contig-100_4_2413,K21742
contig-100_4_2414,K08591
contig-100_4_2415,K01633
contig-100_4_2416,K06153
contig-100_4_2417,K00974
contig-100_4_2418,K07184
contig-100_4_2419,K18446
contig-100_4_2420,K00982
contig-100_4_2421,K03272
contig-100_4_2422,K22720
contig-100_4_2423,K09806
contig-100_4_2424,K02858
contig-100_4_2425,
contig-100_4_2426,
contig-100_4_2427,K01023
contig-100_4_2428,
contig-100_4_2429,K07238
contig-100_4_2430,K15777
contig-100_4_2431,
contig-100_4_2432,
contig-100_4_2433,K12340
contig-100_4_2434,K01515
contig-100_4_2435,K09920
contig-100_4_2436,K03651
contig-100_4_2437,K07000
contig-100_4_2438,K02622
contig-100_4_2439,
contig-100_4_2440,K03923
contig-100_4_2441,K07645
contig-100_4_2442,K07666
contig-100_4_2443,
contig-100_4_2444,K02621
contig-100_4_2445,K00655
contig-100_4_2446,K04753
contig-100_4_2447,K03498
contig-100_4_2448,
contig-100_4_2449,
contig-100_4_2450,K03319
contig-100_4_2451,K06221
contig-100_4_2452,K08325
contig-100_4_2453,
contig-100_4_2454,
contig-100_4_2455,K01760
contig-100_4_2456,K03561
contig-100_4_2457,K03559
contig-100_4_2458,
contig-100_4_2459,
contig-100_4_2460,
contig-100_4_2461,K19265
contig-100_4_2462,K01061
contig-100_4_2463,K03406
contig-100_4_2464,
contig-100_4_2465,K06282
contig-100_4_2466,
contig-100_4_2467,
contig-100_4_2468,K06281
contig-100_4_2469,K03605
contig-100_4_2470,
contig-100_4_2471,K04651
contig-100_4_2472,K04653
contig-100_4_2473,K11209
contig-100_4_2474,
contig-100_4_2475,K01460
contig-100_4_2476,K11901
contig-100_4_2477,K11900
contig-100_4_2478,K11893
contig-100_4_2479,K11892
contig-100_4_2480,
contig-100_4_2481,K11903
contig-100_4_2482,K11907
contig-100_4_2483,
contig-100_4_2484,
contig-100_4_2485,
contig-100_4_2486,
contig-100_4_2487,
contig-100_4_2488,
contig-100_5_2489,K07733
contig-100_5_2490,
contig-100_5_2491,
contig-100_5_2492,
contig-100_5_2493,
contig-100_5_2494,
contig-100_5_2495,K06919
contig-100_5_2496,K07454
contig-100_5_2497,K22549
contig-100_5_2498,K22550
contig-100_5_2499,K21061
contig-100_5_2500,K12658
contig-100_5_2501,
contig-100_5_2502,K21062
contig-100_5_2503,K13877
contig-100_5_2504,
contig-100_5_2505,K13609
contig-100_5_2506,K01668
contig-100_5_2507,K03835
contig-100_5_2508,K00868
contig-100_5_2509,K03303
contig-100_5_2510,K18928
contig-100_5_2511,K18929
contig-100_5_2512,K00782
contig-100_5_2513,K16321
contig-100_5_2514,K01686
contig-100_5_2515,K00040
contig-100_5_2516,K13637
contig-100_5_2517,
contig-100_5_2518,
contig-100_5_2519,
contig-100_5_2520,
contig-100_5_2521,
contig-100_5_2522,
contig-100_5_2523,
contig-100_5_2524,
contig-100_5_2525,K01760
contig-100_5_2526,K08996
contig-100_5_2527,K23241
contig-100_5_2528,
contig-100_5_2529,
contig-100_5_2530,
contig-100_5_2531,
contig-100_5_2532,
contig-100_5_2533,K06075
contig-100_5_2534,
contig-100_5_2535,
contig-100_5_2536,
contig-100_5_2537,
contig-100_5_2538,K23676
contig-100_5_2539,K05874
contig-100_5_2540,
contig-100_5_2541,K23016
contig-100_5_2542,K23015
contig-100_5_2543,K23007
contig-100_5_2544,K00041
contig-100_5_2545,K01002
contig-100_5_2546,
contig-100_5_2547,K02315
contig-100_5_2548,K02317
contig-100_5_2549,
contig-100_5_2550,
contig-100_5_2551,
contig-100_5_2552,K22650
contig-100_5_2553,
contig-100_5_2554,
contig-100_5_2555,K02761
contig-100_5_2556,K13255
contig-100_5_2557,
contig-100_5_2558,
contig-100_5_2559,K00564
contig-100_5_2560,K02344
contig-100_5_2561,K03789
contig-100_5_2562,K08723
contig-100_5_2563,K02837
contig-100_5_2564,K04065
contig-100_5_2565,
contig-100_5_2566,
contig-100_5_2567,K03424
contig-100_5_2568,
contig-100_5_2569,
contig-100_5_2570,K01619
contig-100_5_2571,K00758
contig-100_5_2572,K01839
contig-100_5_2573,K03784
contig-100_5_2574,K03800
contig-100_5_2575,K07186
contig-100_5_2576,K01079
contig-100_5_2577,K04485
contig-100_5_2578,K06211
contig-100_5_2579,K06020
contig-100_5_2580,K08309
contig-100_5_2581,K03720
contig-100_5_2582,K01529
contig-100_5_2583,K15634
contig-100_5_2584,K05804
contig-100_5_2585,K05805
contig-100_5_2586,K07663
contig-100_5_2587,K07641
contig-100_5_2588,K06143
contig-100_5_2589,K07773
contig-100_5_2590,K02533
contig-100_5_2591,K12524
contig-100_5_2592,K00872
contig-100_5_2593,K01733
contig-100_5_2594,K09861
contig-100_5_2595,K03310
contig-100_5_2596,K00616
contig-100_5_2597,K03831
contig-100_5_2598,
contig-100_5_2599,K07034
contig-100_5_2600,
contig-100_5_2601,K04043
contig-100_5_2602,K03686
contig-100_5_2603,
contig-100_5_2604,
contig-100_5_2605,K06871
contig-100_5_2606,
contig-100_5_2607,K03313
contig-100_5_2608,K03717
contig-100_5_2609,K01811
contig-100_5_2610,
contig-100_5_2611,K02968
contig-100_5_2612,K11753
contig-100_5_2613,K01870
contig-100_5_2614,K03101
contig-100_5_2615,K03774
contig-100_5_2616,K03527
contig-100_5_2617,K12700
contig-100_5_2618,K06859
contig-100_5_2619,K06859
contig-100_5_2620,K17467
contig-100_5_2621,K02795
contig-100_5_2622,
contig-100_5_2623,K02793
contig-100_5_2624,
contig-100_5_2625,K02529
contig-100_5_2626,K00215
contig-100_5_2627,K01956
contig-100_5_2628,K01955
contig-100_5_2629,K08277
contig-100_5_2630,K08279
contig-100_5_2631,K08299
contig-100_5_2632,K02182
contig-100_5_2633,K08298
contig-100_5_2634,K08297
contig-100_5_2635,K05245
contig-100_5_2636,K03521
contig-100_5_2637,K03522
contig-100_5_2638,K00313
contig-100_5_2639,K03855
contig-100_5_2640,K08368
contig-100_5_2641,
contig-100_5_2642,K11746
contig-100_5_2643,K11745
contig-100_5_2644,K00287
contig-100_5_2645,K01525
contig-100_5_2646,K06195
contig-100_5_2647,K02528
contig-100_5_2648,K00097
contig-100_5_2649,K03771
contig-100_5_2650,K04744
contig-100_5_2651,K05801
contig-100_5_2652,K06177
contig-100_5_2653,K03580
contig-100_5_2654,K02336
contig-100_5_2655,K03077
contig-100_5_2656,K01804
contig-100_5_2657,K00853
contig-100_5_2658,K02099
contig-100_5_2659,
contig-100_5_2660,K02062
contig-100_5_2661,K02063
contig-100_5_2662,K02064
contig-100_5_2663,K11925
contig-100_5_2664,
contig-100_5_2665,K03291
contig-100_5_2666,K00046
contig-100_5_2667,
contig-100_5_2668,K06146
contig-100_5_2669,K01704
contig-100_5_2670,K01703
contig-100_5_2671,K00052
contig-100_5_2672,K01649
contig-100_5_2673,
contig-100_5_2674,K05798
contig-100_5_2675,K01652
contig-100_5_2676,K01653
contig-100_5_2677,K03435
contig-100_5_2678,K03925
contig-100_5_2679,K03438
contig-100_5_2680,K03586
contig-100_5_2681,K03587
contig-100_5_2682,K01928
contig-100_5_2683,K01929
contig-100_5_2684,K01000
contig-100_5_2685,K01925
contig-100_5_2686,K03588
contig-100_5_2687,K02563
contig-100_5_2688,K01924
contig-100_5_2689,K01921
contig-100_5_2690,K03589
contig-100_5_2691,K03590
contig-100_5_2692,K03531
contig-100_5_2693,K02535
contig-100_5_2694,K13301
contig-100_5_2695,K03070
contig-100_5_2696,K03574
contig-100_5_2697,K09862
contig-100_5_2698,K18778
contig-100_5_2699,K00859
contig-100_5_2700,K00364
contig-100_5_2701,K02505
contig-100_5_2702,K02504
contig-100_5_2703,K02682
contig-100_5_2704,K00767
contig-100_5_2705,K03806
contig-100_5_2706,K03807
contig-100_5_2707,
contig-100_5_2708,K03292
contig-100_5_2709,K11734
contig-100_5_2710,K05799
contig-100_5_2711,K00163
contig-100_5_2712,K00627
contig-100_5_2713,K00382
contig-100_5_2714,
contig-100_5_2715,
contig-100_5_2716,K01682
contig-100_5_2717,K09910
contig-100_5_2718,K02526
contig-100_5_2719,K22129
contig-100_5_2720,K22024
contig-100_5_2721,
contig-100_5_2722,
contig-100_5_2723,K14588
contig-100_5_2724,K03406
contig-100_5_2725,K00760
contig-100_5_2726,K01673
contig-100_5_2727,K01990
contig-100_5_2728,K01992
contig-100_5_2729,
contig-100_5_2730,
contig-100_5_2731,K01579
contig-100_5_2732,K01918
contig-100_5_2733,K00606
contig-100_5_2734,
contig-100_5_2735,
contig-100_5_2736,
contig-100_5_2737,
contig-100_5_2738,K07347
contig-100_5_2739,K15540
contig-100_5_2740,
contig-100_6_2741,
contig-100_6_2742,
contig-100_6_2743,K01919
contig-100_6_2744,K07173
contig-100_6_2745,
contig-100_6_2746,K03446
contig-100_6_2747,K03543
contig-100_6_2748,K15974
contig-100_6_2749,
contig-100_6_2750,
contig-100_6_2751,
contig-100_6_2752,K02002
contig-100_6_2753,K02001
contig-100_6_2754,K02000
contig-100_6_2755,K00526
contig-100_6_2756,K00525
contig-100_6_2757,K03647
contig-100_6_2758,K06191
contig-100_6_2759,
contig-100_6_2760,K00375
contig-100_6_2761,
contig-100_6_2762,
contig-100_6_2763,K11685
contig-100_6_2764,
contig-100_6_2765,
contig-100_6_2766,
contig-100_6_2767,
contig-100_6_2768,
contig-100_6_2769,K15735
contig-100_6_2770,K11735
contig-100_6_2771,K07250
contig-100_6_2772,K00135
contig-100_6_2773,K15736
contig-100_6_2774,K15737
contig-100_6_2775,
contig-100_6_2776,
contig-100_6_2777,K07793
contig-100_6_2778,K07794
contig-100_6_2779,K07795
contig-100_6_2780,K07774
contig-100_6_2781,K07649
contig-100_6_2782,K03606
contig-100_6_2783,K20920
contig-100_6_2784,K20988
contig-100_6_2785,K16554
contig-100_6_2786,
contig-100_6_2787,
contig-100_6_2788,
contig-100_6_2789,
contig-100_6_2790,
contig-100_6_2791,
contig-100_6_2792,
contig-100_6_2793,K01784
contig-100_6_2794,
contig-100_6_2795,K01673
contig-100_6_2796,K14155
contig-100_6_2797,K03315
contig-100_6_2798,K23237
contig-100_6_2799,
contig-100_6_2800,K07126
contig-100_6_2801,
contig-100_6_2802,K01751
contig-100_6_2803,
contig-100_6_2804,K06015
contig-100_6_2805,
contig-100_6_2806,
contig-100_6_2807,K07690
contig-100_6_2808,K07679
contig-100_6_2809,
contig-100_6_2810,K21908
contig-100_6_2811,
contig-100_6_2812,K18138
contig-100_6_2813,K03585
contig-100_6_2814,K07285
contig-100_6_2815,
contig-100_6_2816,K00140
contig-100_6_2817,K03336
contig-100_6_2818,K00010
contig-100_6_2819,K17208
contig-100_6_2820,K17210
contig-100_6_2821,K17209
contig-100_6_2822,
contig-100_6_2823,K03338
contig-100_6_2824,K03335
contig-100_6_2825,K03337
contig-100_6_2826,K13735
contig-100_6_2827,K18837
contig-100_6_2828,K18838
contig-100_6_2829,
contig-100_6_2830,K03630
contig-100_6_2831,
contig-100_6_2832,
contig-100_6_2833,
contig-100_6_2834,
contig-100_6_2835,
contig-100_6_2836,
contig-100_6_2837,K06946
contig-100_6_2838,
contig-100_6_2839,
contig-100_6_2840,
contig-100_6_2841,
contig-100_6_2842,K07733
contig-100_6_2843,
contig-100_6_2844,
contig-100_6_2845,
contig-100_6_2846,
contig-100_6_2847,
contig-100_6_2848,
contig-100_6_2849,K12542
contig-100_6_2850,K12541
contig-100_6_2851,K12543
contig-100_6_2852,K20276
contig-100_6_2853,K03664
contig-100_6_2854,
contig-100_6_2855,K09801
contig-100_6_2856,K06186
contig-100_6_2857,K03631
contig-100_6_2858,K00858
contig-100_6_2859,K03687
contig-100_6_2860,
contig-100_6_2861,
contig-100_6_2862,K03106
contig-100_6_2863,K02959
contig-100_6_2864,K02860
contig-100_6_2865,K00554
contig-100_6_2866,K02884
contig-100_6_2867,
contig-100_6_2868,
contig-100_6_2869,
contig-100_6_2870,K21021
contig-100_6_2871,
contig-100_6_2872,
contig-100_6_2873,K01626
contig-100_6_2874,K14187
contig-100_6_2875,K14170
contig-100_6_2876,K05809
contig-100_6_2877,K05807
contig-100_6_2878,K06180
contig-100_6_2879,K05810
contig-100_6_2880,K03695
contig-100_7_2881,K07701
contig-100_7_2882,K07703
contig-100_7_2883,K07792
contig-100_7_2884,K01676
contig-100_7_2885,K08984
contig-100_7_2886,K15383
contig-100_7_2887,K11104
contig-100_7_2888,K07406
contig-100_7_2889,K23237
contig-100_7_2890,K01584
contig-100_7_2891,K03755
contig-100_7_2892,K03759
contig-100_7_2893,K03760
contig-100_7_2894,K07771
contig-100_7_2895,K07643
contig-100_7_2896,
contig-100_7_2897,K03762
contig-100_7_2898,K02526
contig-100_7_2899,
contig-100_7_2900,
contig-100_7_2901,K06193
contig-100_7_2902,K04750
contig-100_7_2903,K02041
contig-100_7_2904,K02044
contig-100_7_2905,K02042
contig-100_7_2906,K02043
contig-100_7_2907,K06166
contig-100_7_2908,K06165
contig-100_7_2909,K06164
contig-100_7_2910,K06163
contig-100_7_2911,K05781
contig-100_7_2912,K05780
contig-100_7_2913,K06162
contig-100_7_2914,K05774
contig-100_7_2915,K09994
contig-100_7_2916,K06167
contig-100_7_2917,K18923
contig-100_7_2918,K06218
contig-100_7_2919,
contig-100_7_2920,
contig-100_7_2921,K10441
contig-100_7_2922,K10440
contig-100_7_2923,K10439
contig-100_7_2924,
contig-100_7_2925,
contig-100_7_2926,
contig-100_7_2927,
contig-100_7_2928,
contig-100_7_2929,K11904
contig-100_7_2930,K09988
contig-100_7_2931,K01624
contig-100_7_2932,
contig-100_7_2933,
contig-100_7_2934,K22015
contig-100_7_2935,K22015
contig-100_7_2936,K07126
contig-100_7_2937,K11102
contig-100_7_2938,K04018
contig-100_7_2939,K04017
contig-100_7_2940,K04016
contig-100_7_2941,K04015
contig-100_7_2942,K04014
contig-100_7_2943,K04013
contig-100_7_2944,K03385
contig-100_7_2945,K01895
contig-100_7_2946,
contig-100_7_2947,K14393
contig-100_7_2948,
contig-100_7_2949,K06518
contig-100_7_2950,
contig-100_7_2951,K07491
contig-100_7_2952,K24163
contig-100_7_2953,K06901
contig-100_7_2954,K13639
contig-100_7_2955,K13631
contig-100_7_2956,
contig-100_7_2957,
contig-100_7_2958,K03111
contig-100_7_2959,K03701
contig-100_7_2960,
contig-100_7_2961,K03788
contig-100_7_2962,K00832
contig-100_7_2963,K01775
contig-100_7_2964,K02314
contig-100_7_2965,K00344
contig-100_7_2966,
contig-100_7_2967,K05539
contig-100_7_2968,
contig-100_7_2969,K09823
contig-100_7_2970,
contig-100_7_2971,K03327
contig-100_7_2972,K01356
contig-100_7_2973,K00901
contig-100_7_2974,K00631
contig-100_7_2975,K03179
contig-100_7_2976,K03181
contig-100_7_2977,K05775
contig-100_7_2978,K02024
contig-100_7_2979,K10111
contig-100_7_2980,K10108
contig-100_7_2981,K10109
contig-100_7_2982,K10110
contig-100_7_2983,K08138
contig-100_7_2984,K13256
contig-100_7_2985,
contig-100_7_2986,
contig-100_7_2987,
contig-100_7_2988,
contig-100_7_2989,
contig-100_7_2990,K01810
contig-100_7_2991,K00928
contig-100_7_2992,K07074
contig-100_7_2993,
contig-100_7_2994,K14414
contig-100_7_2995,K03453
contig-100_7_2996,
contig-100_7_2997,
contig-100_7_2998,
contig-100_7_2999,
contig-100_7_3000,
contig-100_7_3001,K06182
contig-100_7_3002,
contig-100_7_3003,K00068
contig-100_7_3004,K02812
contig-100_7_3005,K02813
contig-100_7_3006,K02814
contig-100_7_3007,K02815
contig-100_7_3008,K19956
contig-100_7_3009,K00014
contig-100_7_3010,
contig-100_7_3011,
contig-100_7_3012,
contig-100_7_3013,K05995
contig-100_7_3014,K03324
contig-100_7_3015,K00548
contig-100_7_3016,K13641
contig-100_7_3017,K00906
contig-100_7_3018,K01637
contig-100_7_3019,K01638
contig-100_7_3020,K00651
contig-100_7_3021,K03827
contig-100_8_3022,K06223
contig-100_8_3023,
contig-100_8_3024,
contig-100_8_3025,K12957
contig-100_8_3026,K06915
contig-100_8_3027,K11720
contig-100_8_3028,K07091
contig-100_8_3029,K01255
contig-100_8_3030,K02339
contig-100_8_3031,K01873
contig-100_8_3032,K03828
contig-100_8_3033,
contig-100_8_3034,K06169
contig-100_8_3035,K09893
contig-100_8_3036,K00611
contig-100_8_3037,K19334
contig-100_8_3038,
contig-100_8_3039,K00609
contig-100_8_3040,K00610
contig-100_8_3041,K09022
contig-100_8_3042,
contig-100_8_3043,
contig-100_8_3044,
contig-100_8_3045,
contig-100_8_3046,
contig-100_8_3047,
contig-100_8_3048,K01531
contig-100_8_3049,K03485
contig-100_8_3050,K02819
contig-100_8_3051,K01226
contig-100_8_3052,K21636
contig-100_8_3053,K04068
contig-100_8_3054,K06218
contig-100_8_3055,K18918
contig-100_8_3056,
contig-100_8_3057,
contig-100_8_3058,K01042
contig-100_8_3059,K01465
contig-100_8_3060,
contig-100_8_3061,
contig-100_8_3062,
contig-100_8_3063,
contig-100_8_3064,
contig-100_8_3065,K15536
contig-100_8_3066,K03592
contig-100_8_3067,K09889
contig-100_8_3068,K02558
contig-100_8_3069,K03841
contig-100_8_3070,K05874
contig-100_8_3071,K23509
contig-100_8_3072,K23509
contig-100_8_3073,K10820
contig-100_8_3074,K23508
contig-100_8_3075,K01507
contig-100_8_3076,
contig-100_8_3077,K16089
contig-100_8_3078,
contig-100_8_3079,K09800
contig-100_8_3080,K07278
contig-100_8_3081,K07304
contig-100_8_3082,
contig-100_8_3083,
contig-100_8_3084,
contig-100_8_3085,K07109
contig-100_8_3086,K01082
contig-100_8_3087,K01119
contig-100_8_3088,
contig-100_8_3089,K19267
contig-100_8_3090,
contig-100_8_3091,
contig-100_8_3092,K05874
contig-100_8_3093,K07322
contig-100_8_3094,K11737
contig-100_8_3095,K03773
contig-100_8_3096,K07269
contig-100_8_3097,
contig-100_8_3098,K02939
contig-100_8_3099,K02963
contig-100_8_3100,K02686
contig-100_8_3101,K02990
contig-100_8_3102,K07090
contig-100_8_3103,
contig-100_8_3104,
contig-100_8_3105,K03077
contig-100_8_3106,K03079
contig-100_8_3107,K03078
contig-100_8_3108,K02821
contig-100_8_3109,K02822
contig-100_8_3110,K03475
contig-100_8_3111,K03476
contig-100_8_3112,K03477
contig-100_8_3113,K06889
contig-100_8_3114,
contig-100_8_3115,
contig-100_8_3116,K09456
contig-100_8_3117,K03218
contig-100_8_3118,K12573
contig-100_8_3119,K13771
contig-100_8_3120,K01939
contig-100_8_3121,K09937
contig-100_8_3122,K04087
contig-100_8_3123,K04088
contig-100_8_3124,K03665
contig-100_8_3125,K03666
contig-100_8_3126,K00791
contig-100_8_3127,K03572
contig-100_8_3128,K01448
contig-100_8_3129,K06925
contig-100_8_3130,K23997
contig-100_8_3131,K18979
contig-100_8_3132,K13288
contig-100_8_3133,K06949
contig-100_8_3134,K01613
contig-100_8_3135,K22051
contig-100_8_3136,
contig-100_8_3137,K04568
contig-100_8_3138,K00244
contig-100_8_3139,K00245
contig-100_8_3140,K00246
contig-100_8_3141,K00247
contig-100_8_3142,K17850
contig-100_8_3143,
contig-100_8_3144,K03098
contig-100_8_3145,K11741
contig-100_8_3146,
contig-100_8_3147,K16348
contig-100_8_3148,K16347
contig-100_8_3149,K02356
contig-100_8_3150,K19810
contig-100_8_3151,
contig-100_8_3152,
contig-100_8_3153,K04077
contig-100_8_3154,K04078
contig-100_8_3155,K16263
contig-100_8_3156,K07113
contig-100_8_3157,K01744
contig-100_8_3158,K07791
contig-100_8_3159,K03926
contig-100_8_3160,K04084
contig-100_8_3161,
contig-100_9_3162,
contig-100_9_3163,
contig-100_9_3164,
contig-100_9_3165,K07274
contig-100_9_3166,K07180
contig-100_9_3167,K09786
contig-100_9_3168,
contig-100_9_3169,
contig-100_9_3170,
contig-100_9_3171,K19055
contig-100_9_3172,
contig-100_9_3173,
contig-100_9_3174,K03449
contig-100_9_3175,
contig-100_9_3176,
contig-100_9_3177,K09712
contig-100_9_3178,K13069
contig-100_9_3179,
contig-100_9_3180,K22015
contig-100_9_3181,
contig-100_9_3182,
contig-100_9_3183,
contig-100_9_3184,K11250
contig-100_9_3185,
contig-100_9_3186,
contig-100_9_3187,K02032
contig-100_9_3188,K02031
contig-100_9_3189,K02034
contig-100_9_3190,K02033
contig-100_9_3191,K02035
contig-100_9_3192,K16089
contig-100_9_3193,K12981
contig-100_9_3194,
contig-100_9_3195,
contig-100_9_3196,
contig-100_9_3197,
contig-100_9_3198,K11934
contig-100_9_3199,K00031
contig-100_9_3200,K06181
contig-100_9_3201,
contig-100_9_3202,K12152
contig-100_9_3203,K00566
contig-100_9_3204,K07153
contig-100_9_3205,K01756
contig-100_9_3206,
contig-100_9_3207,
contig-100_9_3208,K12974
contig-100_9_3209,
contig-100_9_3210,
contig-100_9_3211,K13688
contig-100_9_3212,K03704
contig-100_9_3213,
contig-100_9_3214,K03746
contig-100_9_3215,
contig-100_9_3216,
contig-100_9_3217,
contig-100_9_3218,
contig-100_9_3219,
contig-100_9_3220,
contig-100_9_3221,
contig-100_9_3222,
contig-100_9_3223,
contig-100_9_3224,
contig-100_9_3225,K03704
contig-100_9_3226,
contig-100_9_3227,
contig-100_9_3228,
contig-100_9_3229,K01185
contig-100_9_3230,
contig-100_9_3231,
contig-100_9_3232,
contig-100_9_3233,
contig-100_9_3234,
contig-100_9_3235,
contig-100_9_3236,
contig-100_9_3237,
contig-100_9_3238,
contig-100_9_3239,
contig-100_9_3240,
contig-100_9_3241,
contig-100_9_3242,K12149
contig-100_9_3243,K07089
contig-100_9_3244,
contig-100_9_3245,K00537
contig-100_9_3246,K03893
contig-100_9_3247,K01551
contig-100_9_3248,
contig-100_9_3249,K03892
contig-100_9_3250,
contig-100_9_3251,
contig-100_9_3252,
contig-100_9_3253,K22300
contig-100_9_3254,
contig-100_9_3255,
contig-100_9_3256,K13643
contig-100_9_3257,K10906
contig-100_9_3258,
contig-100_9_3259,K14059
contig-100_9_3260,K14059
contig-100_9_3261,K07660
contig-100_9_3262,K07637
contig-100_9_3263,K18850
