locus,1042876.5_PID,1081940.5_PID,1150601.3_PID,1193146.3_PID,1193499.3_PID,1196325.3_PID,1211579.3_PID,1215087.7_PID,1215088.3_PID,1218169.3_PID,1240350.3_PID,1331671.3_PID,1399145.3_PID,1410521.3_PID,1410669.4_PID,1449986.3_PID,160488.4.RefSeq_PID,160488.4_PID,231023.4_PID,303.139_PID,303.140_PID,303.142_PID,303.167_PID,303.169_PID,303.170_PID,303.171_PID,303.172_PID,303.175_PID,303.176_PID,303.177_PID,303.178_PID,303.179_PID,303.180_PID,303.187_PID,303.188_PID,303.189_PID,303.192_PID,303.199_PID,303.200_PID,303.203_PID,303.204_PID,303.209_PID,303.212_PID,303.214_PID,303.215_PID,303.234_PID,303.237_PID,303.397_PID,303.398_PID,303.409_PID,303.410_PID,303.411_PID,303.424_PID,303.425_PID,303.426_PID,303.427_PID,303.429_PID,303.430_PID,303.431_PID,303.432_PID,303.447_PID,303.449_PID,303.450_PID,303.451_PID,303.452_PID,303.453_PID,303.473_PID,303.486_PID,303.487_PID,303.488_PID,303.489_PID,303.490_PID,303.491_PID,303.492_PID,303.493_PID,303.529_PID,303.531_PID,303.532_PID,303.533_PID,303.534_PID,303.535_PID,351746.6_PID,390235.5_PID,76869.5_PID,931281.3_PID,KT2440.csv_PID
PP_2427,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
PP_2428,94.859,98.747,98.747,98.496,98.747,98.747,96.419,98.747,94.373,,91.56,95.141,89.877,95.214,95.141,95.739,100,99.733,98.747,98.496,82.058,98.747,94.962,96.491,74.74,91.228,,100,98.747,96.491,94.486,94.737,100,74.74,72.727,92.583,92.327,96.491,89.924,73.958,92.947,89.924,89.924,89.924,89.924,96.241,,95.739,66.482,,93.484,98.747,96.491,96.491,91.729,100,96.241,98.246,98.246,98.496,95.489,98.496,69.531,94.458,94.458,91.479,98.496,98.496,89.848,96.491,96.491,96.491,94.737,94.737,98.496,96.491,91.228,98.496,93.199,96.491,91.228,98.496,91.479,96.306,98.747,100
PP_2429,93.299,96.907,96.392,99.485,95.876,97.423,93.299,96.392,91.237,,,92.784,70.225,92.784,92.784,93.299,100,,95.876,97.423,,97.423,93.299,94.33,,80.829,,100,96.392,95.876,92.268,,100,,,76.166,,92.268,74.227,,85.052,,,,,93.814,,93.814,,,82.474,96.392,95.876,94.33,,100,91.237,97.423,97.423,96.907,92.784,97.423,,79.793,79.275,,96.907,96.907,71.503,96.907,97.423,96.907,,,96.907,93.299,80.311,96.392,86.082,93.299,80.311,97.423,80.311,93.814,96.392,100
PP_2430,93.116,99.638,99.638,100,99.638,100,96.377,100,93.478,,,94.565,81.522,93.478,94.565,97.826,100,100,99.638,100,72.263,100,93.116,96.014,72,85.507,71.533,100,100,98.551,93.478,,100,72,,79.71,,97.101,81.522,,93.116,81.159,81.159,81.159,81.159,96.014,75.912,95.652,,71.533,84.058,99.638,98.551,96.014,,100,97.464,99.638,99.638,100,94.203,100,60.073,93.116,93.116,,100,100,80.072,99.275,99.275,98.913,,,100,96.377,84.783,100,93.478,96.377,85.145,100,85.145,95.652,100,100
PP_2431,91.205,98.371,98.371,98.371,98.371,98.046,96.091,97.72,91.531,91.205,82.653,96.091,82.41,,96.091,96.091,100,100,98.371,98.371,,98.371,91.205,96.091,,80.479,,100,97.72,99.349,91.205,88.925,100,,,81.544,82.653,95.765,71.769,,93.16,71.429,71.769,71.429,71.429,95.765,,95.765,,,84.138,98.371,99.349,96.091,81.633,100,95.765,99.023,99.023,98.046,96.091,98.371,,88.925,89.577,81.973,98.371,98.371,,99.023,99.023,99.023,84.014,84.014,98.371,96.091,80.137,98.371,93.16,96.091,80.137,98.371,80.137,95.765,98.371,100
PP_2432,93.548,99.078,99.539,98.618,99.078,99.078,96.313,99.539,93.088,94.47,86.636,96.774,82.028,95.853,96.774,96.313,100,100,99.078,99.078,,99.078,93.548,96.313,,88.479,,100,99.539,99.078,93.548,93.548,100,,,82.488,82.488,96.774,86.636,,91.705,87.097,87.097,87.097,87.097,94.931,,94.931,,,89.862,99.539,99.078,96.313,85.253,100,94.931,99.078,99.078,99.078,96.313,99.078,,91.705,92.166,85.714,99.078,99.078,82.028,98.618,99.078,99.078,89.862,89.862,99.078,96.313,88.479,99.539,91.244,96.313,88.479,99.078,88.94,94.931,99.539,100
PP_2433,94.631,,99.329,100,100,100,95.302,99.329,94.631,,,95.302,,94.631,95.302,,100,100,100,100,,100,94.631,95.302,,,,100,99.329,100,94.631,,100,,,,,95.302,,,,,,,,95.973,,95.973,,,,99.329,100,95.302,,100,,100,100,100,95.302,100,,,,,100,100,,100,100,100,,,100,95.302,,99.329,,95.302,,100,,95.973,99.329,100
PP_2434,,,98.621,,,,,99.31,,,,,,93.793,,,100,,,,,,93.793,95.862,,,,100,99.31,100,93.103,,100,,,,,95.862,,,,,,,,96.552,,96.552,,,,99.306,100,95.862,,100,,97.931,97.931,99.31,95.862,97.931,,,,,98.621,97.931,,100,100,100,,,99.31,95.862,,99.306,,95.862,,,,,,100
PP_2435,93.229,97.917,97.99,98.241,98.438,97.99,91.146,98.438,93.75,,82.031,91.146,82.292,93.49,91.146,92.448,100,100,98.438,98.492,65.583,97.739,93.229,91.406,73.643,85.938,64.156,100,,96.354,94.01,92.188,100,73.643,,81.955,82.206,91.146,81.25,62.873,86.979,81.51,81.51,81.51,81.51,93.229,64.156,93.229,65,64.416,85.052,96.985,96.354,91.146,82.292,100,92.188,97.99,97.99,97.135,91.146,97.739,64.675,88.021,89.323,84.115,97.917,98.241,79.688,96.615,96.615,96.354,85.938,85.938,97.739,91.406,85.938,97.396,87.76,91.146,85.938,98.958,86.198,93.229,96.985,100
PP_2436,97.727,99.346,100,99.02,100,100,97.727,100,97.403,,91.749,98.68,94.079,97.403,98.68,98.052,100,100,100,99.673,90.461,99.346,97.727,98.052,86.184,96.078,87.213,100,100,99.675,97.403,97.078,100,86.184,86.129,92.739,92.739,98.377,92.131,87.829,97.078,91.803,91.803,91.803,91.803,98.052,85.902,98.052,74.757,87.213,95.779,100,99.675,98.052,93.182,100,97.727,99.346,99.346,100,98.684,99.346,86.23,96.429,96.429,93.729,99.346,99.346,92.157,99.675,99.675,99.675,96.429,96.429,99.346,98.052,96.078,100,96.753,97.727,96.078,99.673,96.405,98.052,100,100
PP_2437,98.289,99.267,99.022,99.267,99.022,99.267,97.8,99.267,98.044,,97.059,98.289,92.269,98.289,98.289,97.555,100,100,99.022,98.778,95.833,99.511,98.289,97.8,94.608,97.066,91.646,100,99.267,99.756,98.044,98.293,100,94.118,63.614,96.078,96.324,97.8,95.588,95.098,96.333,95.355,95.355,95.355,95.355,98.289,91.687,98.289,89.731,91.4,96.088,99.267,99.756,97.8,95.844,100,97.8,98.778,98.778,99.022,98.044,99.267,92.157,97.8,97.311,96.569,99.267,99.267,94.132,99.756,99.756,99.756,97.066,97.066,99.267,97.8,96.822,99.267,96.333,97.8,96.822,98.778,96.333,98.289,99.267,100
PP_2438,88.92,92.614,93.22,92.614,,99.153,92.09,93.22,89.266,,82.955,90.395,87.464,89.548,90.395,91.808,100,99.7,92.898,92.614,75.931,92.614,88.983,91.808,75.449,88.701,,100,93.22,99.435,89.266,90.395,100,76.048,,85.119,85.119,91.808,86.957,77.612,87.679,86.667,86.667,86.667,86.667,91.218,,90.96,,,88.701,93.22,99.435,91.808,85.269,100,90.678,99.153,99.153,92.898,90.395,98.87,,88.136,88.319,82.955,92.614,99.153,84.9,99.435,99.435,92.898,88.983,88.983,99.153,91.808,88.701,92.898,87.608,98.355,88.136,92.614,88.136,90.96,93.22,100
PP_2439,99.465,100,100,100,,100,99.465,100,99.465,99.465,97.326,99.465,,99.465,,99.465,100,100,100,100,94.118,100,99.465,99.465,96.791,95.722,87.166,100,100,99.465,99.465,100,100,96.791,65.241,97.326,97.326,99.465,99.465,95.722,99.465,99.465,99.465,99.465,99.465,100,89.305,100,88.235,87.166,99.465,100,99.465,99.465,97.326,100,99.465,100,100,100,99.465,100,90.374,98.93,98.93,97.861,100,100,95.722,99.465,99.465,99.465,99.465,99.465,100,99.465,95.722,100,99.465,99.465,95.722,100,95.722,100,100,100
PP_2440,96.923,99.423,99.423,99.615,,99.615,97.5,99.038,97.115,,95.577,97.115,,96.731,96.923,97.692,100,100,99.231,99.231,91.923,99.615,96.923,97.308,88.462,96.923,84.808,100,99.038,98.846,96.538,95.577,100,88.654,81.731,95.577,95.962,97.692,95,89.615,95.619,95,95,95,95,97.5,86.731,97.5,82.012,84.615,96.154,99.423,98.846,97.308,94.615,100,97.692,99.231,99.231,99.615,97.308,99.615,87.308,95.577,95,95.192,99.615,99.423,93.077,98.846,99.038,99.038,95.238,95.238,99.423,97.5,97.308,99.423,95.619,97.5,97.5,99.231,96.923,97.5,99.423,100
PP_2441,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
PP_2442,95.814,98.605,98.14,97.674,94.884,97.674,95.814,98.14,96.279,,89.655,94.419,,96.279,94.419,94.884,100,100,94.884,97.209,82.16,97.674,96.744,95.814,80.097,92.558,78.037,100,98.14,99.535,96.744,97.674,100,80.097,66.019,86.047,86.512,96.279,87.907,80.189,93.488,87.442,87.442,87.442,87.442,97.209,77.404,97.209,76.636,77.57,95.349,98.14,99.535,95.349,89.302,100,95.327,97.674,97.674,97.209,94.419,98.14,77.512,96.744,96.744,90.233,97.674,98.14,84.651,99.535,99.535,99.535,94.884,94.884,98.14,95.349,93.023,98.14,92.558,95.814,93.023,97.209,92.558,97.209,98.14,100
PP_2443,94.527,98.759,99.504,97.519,97.767,97.519,95.511,99.752,94.279,,91.542,95.511,,94.514,,95.522,100,100,97.767,97.767,,97.519,94.279,95.761,85.786,94.264,83.166,100,99.752,96.774,94.279,96.02,100,85.786,78.697,94.514,94.514,95.771,88.279,87.468,92.537,88.03,88.03,88.03,88.03,95.274,84.887,95.025,84.422,83.166,95.761,98.759,96.774,96.01,88.06,100,96.509,97.519,97.519,97.767,95.511,97.519,84.383,95.012,95.012,91.022,97.519,97.519,89.277,96.774,96.774,96.774,94.514,94.514,97.519,95.522,94.514,98.759,92.537,95.511,94.763,97.767,94.763,95.025,98.759,100
PP_2444,94.949,99.663,99.663,100,99.663,100,96.633,100,95.286,,89.562,95.96,,94.949,95.96,96.97,100,100,99.663,99.327,85.906,100,94.613,96.633,84.228,93.266,82.77,100,100,98.99,94.613,94.949,100,84.228,,92.593,92.593,95.96,91.582,85.906,92.929,91.582,91.582,91.582,91.582,97.643,83.108,97.643,83.784,82.77,92.929,100,98.99,96.633,90.909,100,96.296,99.663,99.663,99.663,95.623,99.663,83.108,94.949,95.286,90.236,100,99.663,89.899,98.99,98.99,98.99,92.929,92.929,100,96.633,93.266,100,92.929,96.633,93.603,99.327,93.603,97.643,100,100
PP_2445,99.2,100,100,100,100,100,97.6,100,99.2,99.563,91.6,98,,99.2,98,97.2,100,100,100,100,89.2,100,99.2,97.6,89.496,98.8,80.4,100,100,99.2,99.2,100,100,89.496,,93.2,93.2,97.2,90,90.336,97.189,90.8,90.8,90.8,90.8,98.8,79.2,98.8,80.269,80.4,99.2,100,99.2,97.6,92,100,97.2,100,100,100,98,100,78.8,90.8,91.2,91.2,100,100,95.181,99.2,99.2,99.2,98.8,98.8,100,97.6,98.8,100,97.189,97.6,98.8,100,98.8,98.4,100,100
PP_2446,94.737,98.246,100,100,98.246,100,91.228,100,94.737,,,89.474,,94.737,89.474,91.071,100,100,98.246,98.246,75,98.246,94.737,91.228,60,87.719,,100,100,89.831,94.737,92.982,100,60,,85.965,85.965,91.228,71.93,,,71.93,71.93,71.93,71.93,91.935,,89.655,,,91.379,100,89.831,91.228,89.286,100,92.982,100,100,98.246,89.474,100,62.963,,84.906,87.037,100,100,,89.831,89.831,89.831,91.379,91.379,100,91.228,87.719,100,,91.228,87.719,98.246,89.286,90.323,100,100
PP_2447,90.984,99.59,98.222,99.59,93.033,99.59,91.393,98.661,90.984,,76.444,91.304,,89.778,91.304,91.803,100,99.559,93.033,93.033,70.507,99.59,91.111,89.778,70.647,82.379,,100,98.661,97.333,91.111,92,100,70.149,,81.448,81.9,90.667,79.204,65.741,87.111,79.646,79.646,79.646,79.646,92.889,60.199,92,,,84.649,98.661,97.333,90.667,78.667,100,91.556,99.556,99.556,92.444,90.667,99.59,,88.106,88.106,78.667,99.59,99.59,79.602,97.541,97.541,97.541,84.211,84.211,98.77,91.393,82.52,98.361,86.667,91.393,82.379,93.033,82.114,92.623,98.765,100
PP_2448,98.829,100,100,100,99.766,100,99.297,100,98.829,,96.956,100,,98.361,100,98.829,100,100,99.766,99.766,94.379,100,98.829,99.297,94.131,99.532,90.398,100,100,100,98.829,99.766,100,94.131,,98.595,98.829,99.063,98.126,93.662,99.766,98.126,98.126,98.126,98.126,99.532,92.272,99.532,91.101,90.398,97.658,100,100,99.297,97.892,100,99.063,100,100,100,99.766,100,92.74,98.361,98.361,96.721,100,100,94.614,100,100,100,98.126,98.126,100,99.297,99.532,100,99.766,99.297,99.532,99.766,99.532,99.532,100,100
PP_2449,94.18,98.942,99.471,98.942,98.413,98.942,95.238,99.471,94.18,94.505,87.831,94.709,,93.651,94.709,94.18,100,99.471,98.413,98.413,76.316,98.942,94.18,95.238,74.719,90.686,,99.471,99.471,98.413,93.651,97.354,99.471,76.19,,84.656,85.185,94.709,84.656,76.72,97.354,85.185,85.185,85.185,85.185,98.942,,98.049,,,90,99.471,98.413,95.238,88.889,99.471,94.709,98.942,98.942,98.413,94.709,98.942,,92.063,92.593,86.772,98.942,98.942,84.127,98.413,98.413,98.413,88.421,88.421,98.942,94.709,90.686,99.471,97.354,95.238,90.686,98.413,91.579,98.942,99.471,100
PP_2450,95.745,97.163,99.291,97.163,97.163,96.454,97.872,95.745,95.745,95.745,91.429,96.454,,93.617,96.454,97.872,100,,97.163,97.163,83.688,97.163,95.745,97.872,80.851,90.78,,100,95.745,97.872,95.745,96.429,100,80.851,,85.816,86.525,97.163,88.652,75.887,96.429,88.652,88.652,88.652,88.652,96.429,,96.429,,,92.199,99.291,97.163,97.872,87.234,100,97.872,97.163,97.163,97.163,96.454,97.163,,95.745,95.745,88.571,97.143,97.163,86.429,98.582,97.872,97.872,92.143,92.143,97.143,97.872,90.78,96.454,96.429,97.872,90.78,97.163,90,96.429,99.291,100
PP_2451,,97.826,97.826,,97.826,98.261,96.522,97.391,,,89.13,96.522,,,96.522,96.087,100,100,97.826,97.826,86.087,97.826,,96.522,,,83.478,100,97.391,97.826,,95.652,100,,76.098,92.174,93.75,96.522,,84.279,,,,,,93.478,83.556,93.913,82.174,82.609,,97.826,97.826,96.522,88.696,100,96.522,97.391,97.391,98.261,96.522,97.391,82.174,94.783,93.478,90,97.391,97.391,,98.261,97.826,97.826,,,97.826,96.087,,97.391,,96.522,,97.826,,93.913,97.826,100
PP_2452,93.75,98.75,98.75,97.5,98.75,97.5,96.25,96.25,93.75,93.75,87.5,95,,93.75,95,96.25,100,100,98.75,98.75,82.051,98.75,93.75,96.25,81.481,91.25,,100,96.25,98.75,93.75,95,100,81.481,,87.5,87.5,95,91.25,86.42,96.25,91.25,91.25,91.25,91.25,97.5,,97.5,65.823,,86.25,98.75,98.75,96.25,90,100,97.5,98.75,98.75,98.75,95,98.75,,95,93.75,88.75,98.75,98.75,80,98.75,98.75,98.75,85,85,98.75,96.25,91.25,98.75,96.25,96.25,91.25,98.75,91.25,97.5,98.75,100
PP_2453,96.685,99.724,99.724,99.724,99.724,99.724,97.514,99.724,97.238,,96.961,97.514,,97.79,97.514,98.066,100,100,99.724,99.724,88.95,99.724,96.961,97.238,91.713,98.066,85.083,100,99.724,99.448,96.685,97.79,100,91.713,,92.265,92.265,98.066,95.304,,96.685,95.304,95.304,95.304,95.304,98.895,85.083,98.619,86.188,85.359,95.028,99.724,99.448,97.238,97.514,100,98.066,99.724,99.724,99.724,97.79,99.724,84.254,96.685,96.685,96.409,99.724,99.448,95.028,99.448,99.448,99.448,95.58,95.58,99.724,97.238,95.304,99.724,96.685,97.514,98.066,99.724,98.343,98.619,99.724,100
PP_2454,96.845,98.433,99.06,97.806,98.433,97.806,96.238,99.06,96.845,,85.489,97.492,,95.584,97.492,96.53,100,100,98.433,98.433,82.075,98.746,96.845,95.925,78.438,90.221,74.295,100,99.06,98.119,96.845,95.584,100,78.125,75.563,87.697,87.382,95.611,89.905,76.101,94.637,89.274,89.274,89.274,89.274,96.238,75.862,96.238,74.766,74.295,93.691,99.06,98.119,96.238,85.489,100,94.953,98.433,98.433,98.433,97.179,98.119,74.608,93.691,94.006,84.227,98.119,97.806,83.281,98.119,97.806,97.806,94.006,94.006,97.806,96.238,90.536,99.06,94.322,96.238,90.221,98.433,90.852,96.238,99.06,100
PP_2455,94.778,,99.226,99.226,98.646,,94.778,99.033,95.164,,90.625,95.551,,94.778,95.551,95.358,100,100,98.646,98.646,84.449,99.226,95.164,94.778,81.8,92.65,76.654,100,99.033,98.066,95.358,95.938,100,81.8,77.594,89.749,89.942,95.358,88.477,72.745,94.961,88.281,88.281,88.281,88.281,95.164,77.866,95.358,,76.654,92.456,99.42,98.066,95.358,88.932,100,95.164,99.226,99.226,98.839,95.358,99.226,77.821,95.745,95.938,90.234,99.226,99.226,87.597,98.066,98.066,97.872,92.07,92.07,99.033,94.971,92.263,99.226,94.767,94.778,92.456,98.646,91.876,95.358,99.42,100
PP_2456,97.281,99.698,99.396,99.698,99.698,99.698,96.979,99.396,97.885,,93.656,96.979,,97.583,96.979,96.375,100,100,99.698,99.698,90.712,99.698,97.281,96.677,89.441,94.562,88.644,100,99.396,99.094,97.885,98.489,100,90.062,86.667,93.656,93.656,96.979,93.051,81.571,94.562,93.051,93.051,93.051,93.051,97.281,88.608,96.979,85.758,88.959,96.677,99.396,99.094,96.677,93.958,100,96.073,99.698,99.698,99.698,97.281,99.396,88.608,97.885,97.281,93.656,99.698,99.698,91.239,99.396,99.094,99.396,96.073,96.073,99.698,96.677,95.166,99.396,95.468,96.979,95.166,99.698,94.864,96.979,99.396,100
PP_2457,93.824,97.941,99.412,98.529,97.941,98.529,96.471,99.412,94.118,,86.471,96.176,,93.235,96.176,96.471,100,100,97.941,98.235,84.412,98.529,94.118,96.471,81.471,90.882,77.647,100,99.412,98.824,94.118,94.706,100,81.471,71.772,88.27,88.27,96.471,88.235,81.548,92.647,88.529,88.529,88.529,88.529,95.588,78.235,95.294,77.126,77.647,92.941,99.412,98.824,96.471,90,100,96.471,98.529,98.529,97.941,96.176,98.529,77.059,92.059,92.059,86.765,98.824,98.824,89.736,98.529,98.824,98.529,93.235,93.235,98.529,96.471,90.588,99.412,92.647,96.471,90.588,98.235,90.882,95.588,99.412,100
PP_2458,94.04,95.364,96.358,95.695,96.358,95.695,95.033,96.358,93.377,93.75,84.106,94.702,,93.046,94.702,95.695,100,100,96.358,96.026,73.51,95.695,94.04,95.033,73,83.113,67,100,96.358,94.371,93.046,92.053,100,73,63.667,79.47,80.795,95.033,78.808,67,88.742,77.483,77.483,77.483,77.483,94.702,67,94.702,68.667,67,87.086,96.358,94.371,95.033,84.437,100,95.364,95.695,95.695,96.026,95.364,95.695,66.667,86.424,86.093,83.444,95.695,95.695,78.146,94.04,94.371,94.04,86.755,86.755,95.695,95.033,83.444,96.358,88.411,95.033,83.444,96.026,83.113,94.702,96.358,100
PP_2459,95.455,100,100,100,100,100,97.727,100,96.97,,75.758,97.727,,96.97,97.727,98.485,100,100,100,100,73.881,100,96.212,98.485,66.418,90.152,70.149,100,100,98.485,96.212,96.97,100,65.672,,78.358,76.866,98.485,76.119,,94.697,75.373,75.373,75.373,75.373,96.212,69.403,96.212,73.134,70.149,93.182,100,97.727,97.727,71.97,100,97.727,99.242,99.242,100,97.727,100,72.388,90.152,90.152,73.485,100,100,72.388,98.485,98.485,98.485,90.909,90.909,99.242,97.727,90.152,100,94.697,97.727,90.152,100,90.152,96.212,100,100
PP_2460,92.547,96.584,98.137,96.894,95.342,97.205,95.031,98.447,92.547,92.283,83.509,95.031,,92.857,95.031,95.342,100,100,95.342,97.205,82.484,96.894,92.547,95.031,80.938,91.346,74.359,100,98.447,97.205,92.236,94.099,100,80.938,,88.462,88.141,94.72,87.267,,90.683,88.141,88.141,88.141,88.141,94.72,76.398,94.72,77.492,74.038,89.744,98.447,97.205,95.031,86.25,100,95.342,96.273,96.273,97.205,95.031,96.273,77.019,92.308,91.987,83.386,96.584,96.584,86.378,97.205,97.205,97.205,88.782,88.782,98.758,95.031,91.667,97.826,90.373,95.031,91.667,97.205,91.667,94.72,98.447,100
PP_2461,90,100,100,100,100,100,100,100,90,90,85.714,98.571,,90,98.571,100,100,100,100,100,64.286,100,90,100,,86.567,65.517,100,100,98.571,90,90,100,,,78.261,79.71,100,91.045,,87.719,91.045,91.045,91.045,91.045,85.714,61.404,84.286,61.404,63.793,91.045,100,98.571,100,91.045,100,100,100,100,100,98.571,100,63.158,82.09,82.09,88.06,100,100,,98.571,98.571,98.571,89.552,89.552,100,100,86.567,100,87.719,100,88.06,100,86.567,84.286,100,100
PP_2462,91.509,95.283,97.17,95.283,97.17,95.283,91.509,97.17,91.509,91.509,,90.566,,91.509,90.566,92.453,100,100,97.17,97.17,70.093,95.283,91.509,91.509,66.038,87.736,,100,97.17,97.17,91.509,91.509,100,66.038,,80.189,79.245,93.396,77.57,64.151,82.569,78.505,78.505,78.505,78.505,92.453,,91.509,,,90.566,97.17,97.17,91.509,,100,91.509,95.283,95.283,97.17,90.566,95.283,,86.792,87.736,80.374,95.283,95.283,79.63,97.17,97.17,97.17,91.509,91.509,95.283,91.509,91.509,97.17,82.569,91.509,89.623,97.17,90.566,91.509,97.17,100
PP_2463,100,100,100,100,100,100,94.286,100,100,100,,95.714,,100,95.714,95.714,100,100,100,100,92.857,100,100,94.286,94.286,98.571,94.286,100,100,100,100,100,100,94.286,,92.857,92.857,94.286,98.571,97.143,100,98.571,98.571,98.571,98.571,95.714,92.857,95.714,,94.286,100,100,100,94.286,95.714,100,95.714,100,100,100,95.714,100,94.286,95.714,95.714,95.714,100,100,94.286,100,100,100,100,100,100,94.286,98.571,100,100,94.286,98.571,100,98.571,95.714,100,100
PP_2464,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
PP_2465,97.031,99.844,100,99.688,99.688,99.844,98.281,100,96.875,,95.156,98.438,,97.188,98.438,98.281,100,100,99.688,99.375,87.969,99.688,97.031,98.281,87.5,96.875,87.031,100,100,99.531,96.875,97.969,100,87.5,,95.938,95.938,98.281,95.625,87.656,98.281,95.781,95.781,95.781,95.781,99.531,86.094,99.531,87.031,87.031,97.813,100,99.531,98.281,95.938,100,98.281,99.688,99.688,99.688,98.438,99.688,86.719,96.719,96.719,95.313,99.531,99.844,95,99.531,99.531,99.531,97.656,97.656,99.844,98.281,96.719,100,98.281,98.281,96.875,99.375,96.875,99.531,100,100
PP_2466,96.61,100,100,100,100,100,99.435,100,96.61,,,98.87,,96.61,98.87,98.87,100,100,100,100,93.785,100,96.61,99.435,91.525,98.87,85.876,100,100,100,96.61,98.305,100,91.525,88.701,96.61,96.045,99.435,96.61,93.22,100,96.61,96.61,96.61,96.61,100,89.266,100,88.701,85.876,100,100,100,99.435,96.045,100,99.435,100,100,100,98.87,100,89.831,98.87,98.87,96.61,100,100,92.09,100,100,100,100,100,100,99.435,98.87,100,100,99.435,98.87,100,99.435,100,100,100
PP_2467,100,100,100,100,100,100,100,100,100,100,100,100,,100,100,96.875,100,100,100,100,98.438,100,100,100,92.188,95.313,93.75,100,100,100,100,100,100,92.188,82.813,100,100,100,100,98.438,100,100,100,100,100,100,93.75,100,93.75,93.75,100,100,100,100,100,100,100,100,100,100,100,100,93.75,96.875,96.875,100,100,100,93.75,100,100,100,100,100,100,100,95.313,100,100,100,95.313,100,95.313,100,100,100
PP_2468,100,100,100,100,100,100,99.153,100,100,,100,99.153,,100,99.153,99.153,100,100,100,100,98.305,100,100,99.153,99.153,100,97.458,100,100,100,100,100,100,99.153,94.915,100,100,99.153,100,99.153,100,100,100,100,100,100,97.458,100,94.915,97.458,100,100,100,99.153,100,100,99.153,100,100,100,99.153,100,97.458,100,100,100,100,100,99.153,100,100,100,100,100,100,99.153,100,100,100,99.153,100,100,100,100,100,100
PP_2469,99.408,99.704,100,100,100,100,99.704,100,99.408,,97.041,99.704,,99.408,99.704,99.704,100,100,100,100,97.633,100,99.408,99.704,96.45,98.521,92.604,100,100,100,99.408,100,100,96.746,88.166,96.746,96.746,99.704,96.45,96.746,99.408,96.45,96.45,96.45,96.45,100,92.308,100,,92.604,97.633,100,100,99.704,95.562,100,99.704,100,100,100,99.704,100,92.012,98.225,98.225,96.746,100,100,97.633,100,100,100,98.225,98.225,100,99.704,98.521,100,99.408,99.704,98.521,100,98.817,100,100,100
PP_2470,98.235,99.369,99.369,99.748,99.748,99.748,98.361,99.496,98.487,,,98.118,,98.108,98.118,97.856,100,100,99.748,99.496,89.029,99.874,,98.235,87.909,94.199,84.741,100,99.496,99.748,98.361,98.487,100,87.909,79.697,94.451,94.325,98.118,93.947,88.651,97.604,94.073,94.073,94.073,94.073,98.613,84.363,98.613,82.85,84.741,95.965,99.369,99.748,98.108,95.082,100,98.108,99.748,99.748,99.496,98.118,99.622,84.868,95.965,96.217,94.704,99.874,99.874,91.425,99.748,99.622,99.748,96.091,96.091,99.496,97.856,94.451,99.243,97.352,98.361,94.451,99.496,94.451,98.613,99.369,100
PP_2471,100,100,100,100,100,100,100,100,100,,100,100,,100,100,100,100,100,100,100,98.901,100,100,100,98.99,100,98.99,100,100,100,100,100,100,98.99,,99,99,100,100,99,100,100,100,100,100,100,98.99,100,98.99,98.99,100,100,100,100,100,100,100,100,100,100,100,100,98.99,100,100,100,100,100,98.99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
PP_2472,,100,99.153,100,100,100,100,100,,,95.763,100,,100,100,100,100,100,100,100,94.915,100,100,100,94.915,97.458,93.22,100,100,100,100,100,100,94.915,91.525,97.458,97.458,100,94.915,96.61,98.305,94.915,94.915,94.915,94.915,100,93.22,100,90.678,93.22,98.305,100,100,100,95.763,100,100,100,100,100,100,100,93.22,98.305,98.305,94.915,100,100,94.915,100,100,100,98.305,98.305,100,100,98.305,100,98.305,100,98.305,100,98.305,100,99.153,100
PP_2473,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,100,,,,,100,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,99.379,,,,,,,,,,,,,,,,100
PP_2474,,,,,,,,,,,,,,,,,100,,,,,,,,,,,100,,,,,100,,,,,,,,,,,,,,,85.366,,,,,,,,100,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,100
PP_2475,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,100,,,,,100,,74.479,,,,,,,,,,,,67.358,99.492,,,,,,,,100,,,,,,,64.433,,,,,,,100,,,,,,,,,,,,,,,,100
PP_2476,,,,,,,,,,,,,,,,,100,100,,,,,,,,,63.158,100,,,,,100,,81.395,,,,,,,,,,,,64.497,99.128,64.244,63.158,,,,,,100,,,,,,,64.497,,,,,,,99.128,,,,,,,,,,,,,,,,100
PP_2477,,,,,,,,,,,,,,,,,100,100,,,,,,,,,60.927,100,,,,,100,,,,,,,,,,,,,,60.265,99.346,,60.927,,,,,,100,,,,,,,60.265,,,,,,,98.693,,,,,,,,,,,,,,,,100
