contig-100_0_0,K11891
contig-100_8_2227,K00348
contig-100_8_2228,K13574
contig-100_8_2229,K22015
contig-100_8_2230,
contig-100_8_2231,
contig-100_8_2232,K02028
contig-100_8_2233,K02029
contig-100_8_2234,K02030
contig-100_8_2235,
contig-100_8_2236,K02016
contig-100_8_2237,K02015
contig-100_8_2238,K02015
contig-100_8_2239,K02013
contig-100_8_2240,K02014
contig-100_8_2241,K02049
contig-100_8_2242,K02050
contig-100_8_2243,K02051
contig-100_8_2244,K15553
contig-100_8_2245,
contig-100_8_2246,K04091
contig-100_8_2247,
contig-100_8_2248,
contig-100_8_2249,
contig-100_8_2250,
contig-100_8_2251,K05810
contig-100_8_2252,K05819
contig-100_8_2253,K01666
contig-100_8_2254,K04073
contig-100_8_2255,K02554
contig-100_8_2256,K05714
contig-100_8_2257,K05713
contig-100_8_2258,K05712
contig-100_8_2259,K05818
contig-100_8_2260,K02016
contig-100_8_2261,K02015
contig-100_8_2262,K02013
contig-100_8_2263,K02020
contig-100_8_2264,K00014
contig-100_8_2265,K08194
contig-100_8_2266,K00457
contig-100_8_2267,
contig-100_8_2268,K01675
contig-100_8_2269,K00873
contig-100_8_2270,K06078
contig-100_8_2271,K19234
contig-100_8_2272,K02426
contig-100_8_2273,K11717
contig-100_8_2274,K09015
contig-100_8_2275,K09013
contig-100_8_2276,K09014
contig-100_8_2277,K05997
contig-100_8_2278,
contig-100_8_2279,
contig-100_8_2280,
contig-100_8_2281,
contig-100_8_2282,K19222
contig-100_8_2283,
contig-100_8_2284,
contig-100_8_2285,K01007
contig-100_8_2286,K09773
contig-100_8_2287,K01626
contig-100_8_2288,
contig-100_8_2289,K08997
contig-100_8_2290,K13695
contig-100_8_2291,K06074
contig-100_8_2292,K00432
contig-100_8_2293,K02073
contig-100_8_2294,K06073
contig-100_8_2295,K04764
contig-100_8_2296,K01890
contig-100_8_2297,K01889
contig-100_8_2298,K02887
contig-100_8_2299,K02916
contig-100_8_2300,K02520
contig-100_8_2301,K01868
contig-100_8_2302,
contig-100_8_2303,
contig-100_8_2304,K07283
contig-100_8_2305,K16370
contig-100_8_2306,
contig-100_8_2307,
contig-100_8_2308,K03832
contig-100_8_2309,K09780
contig-100_8_2310,
contig-100_8_2311,
contig-100_8_2312,K06131
contig-100_8_2313,K09901
contig-100_8_2314,K10716
contig-100_8_2315,K10823
contig-100_8_2316,K15583
contig-100_8_2317,K15582
contig-100_8_2318,K15581
contig-100_8_2319,K15580
contig-100_8_2320,
contig-100_8_2321,
contig-100_8_2322,
contig-100_9_2323,
contig-100_9_2324,K15269
contig-100_9_2325,
contig-100_9_2326,
contig-100_9_2327,
contig-100_9_2328,K07345
contig-100_9_2329,K15540
contig-100_9_2330,K07347
contig-100_9_2331,
contig-100_9_2332,
contig-100_9_2333,K21086
contig-100_9_2334,
contig-100_9_2335,
contig-100_9_2336,K05275
contig-100_9_2337,
contig-100_9_2338,
contig-100_9_2339,
contig-100_9_2340,K00626
contig-100_9_2341,K22110
contig-100_9_2342,K01730
contig-100_9_2343,K00065
contig-100_9_2344,K02100
contig-100_9_2345,
contig-100_9_2346,K02532
contig-100_9_2347,K01193
contig-100_9_2348,
contig-100_9_2349,K01730
contig-100_9_2350,K10192
contig-100_9_2351,K10195
contig-100_9_2352,K10194
contig-100_9_2353,K10193
contig-100_9_2354,
contig-100_9_2355,
contig-100_9_2356,
contig-100_9_2357,
contig-100_9_2358,
contig-100_9_2359,
contig-100_9_2360,
contig-100_9_2361,K01586
contig-100_9_2362,
contig-100_9_2363,K02761
contig-100_9_2364,K01223
contig-100_9_2365,K13637
contig-100_9_2366,
contig-100_9_2367,K02529
contig-100_9_2368,K05939
contig-100_9_2369,K08227
contig-100_9_2370,
contig-100_9_2371,
contig-100_9_2372,
contig-100_9_2373,K03573
contig-100_9_2374,
contig-100_9_2375,K08311
contig-100_9_2376,K08484
contig-100_9_2377,K13292
contig-100_9_2378,K00560
contig-100_9_2379,K02679
contig-100_9_2380,K02680
contig-100_9_2381,
contig-100_9_2382,K02681
contig-100_9_2383,K03583
contig-100_9_2384,K01407
contig-100_9_2385,K03582
contig-100_9_2386,K03581
contig-100_9_2387,K14682
contig-100_9_2388,K01448
contig-100_9_2389,K04720
contig-100_9_2390,K16651
contig-100_9_2391,K19697
contig-100_9_2392,K04029
contig-100_9_2393,K04031
contig-100_9_2394,
contig-100_9_2395,
contig-100_9_2396,K13921
contig-100_9_2397,K13922
contig-100_9_2398,
contig-100_9_2399,
contig-100_9_2400,
contig-100_9_2401,K13923
contig-100_9_2402,
contig-100_9_2403,
contig-100_9_2404,
contig-100_9_2405,
contig-100_9_2406,K13920
contig-100_9_2407,K13919
contig-100_9_2408,K01699
contig-100_9_2409,
contig-100_9_2410,
contig-100_9_2411,K02440
contig-100_9_2412,
contig-100_9_2413,K02224
contig-100_9_2414,K02227
contig-100_9_2415,K06042
contig-100_9_2416,K02188
contig-100_9_2417,K03399
contig-100_9_2418,K02191
contig-100_9_2419,K05936
contig-100_9_2420,K02189
contig-100_9_2421,K05934
contig-100_9_2422,K05895
contig-100_9_2423,K02190
contig-100_9_2424,K03394
contig-100_9_2425,K02007
contig-100_9_2426,K02009
contig-100_9_2427,K02008
contig-100_9_2428,K02006
contig-100_9_2429,K02232
contig-100_9_2430,K02231
contig-100_9_2431,K00768
contig-100_9_2432,K08304
contig-100_9_2433,K22132
contig-100_9_2434,K02426
contig-100_9_2435,K01766
contig-100_9_2436,
contig-100_9_2437,K03566
contig-100_9_2438,
contig-100_9_2439,K06968
contig-100_9_2440,K02430
contig-100_9_2441,K02431
contig-100_9_2442,K00879
contig-100_9_2443,K01818
contig-100_9_2444,K02429
contig-100_9_2445,K01628
contig-100_9_2446,K01146
contig-100_9_2447,
contig-100_9_2448,K04091
contig-100_9_2449,
contig-100_9_2450,K20938
contig-100_9_2451,K15553
contig-100_9_2452,K01752
contig-100_9_2453,K03837
contig-100_9_2454,K06966
contig-100_9_2455,K06879
contig-100_9_2456,K15723
contig-100_9_2457,
contig-100_9_2458,K06175
contig-100_9_2459,
contig-100_9_2460,K03535
contig-100_9_2461,K13918
contig-100_9_2462,K01706
contig-100_9_2463,K00865
contig-100_9_2464,K07678
contig-100_9_2465,K03215
contig-100_9_2466,K00951
contig-100_9_2467,
contig-100_9_2468,K04765
contig-100_9_2469,K01937
contig-100_9_2470,K01689
contig-100_9_2471,
contig-100_9_2472,K10026
contig-100_9_2473,K00065
contig-100_9_2474,K01737
contig-100_9_2475,K00380
contig-100_9_2476,K00381
contig-100_9_2477,K00390
contig-100_9_2478,
contig-100_10_2479,K07248
contig-100_10_2480,
contig-100_10_2481,
contig-100_10_2482,K00261
contig-100_10_2483,K06075
contig-100_10_2484,
contig-100_10_2485,
contig-100_10_2486,K18139
contig-100_10_2487,
contig-100_10_2488,K03578
contig-100_10_2489,K01118
contig-100_10_2490,
contig-100_10_2491,K02617
contig-100_10_2492,K02616
contig-100_10_2493,K01912
contig-100_10_2494,K02615
contig-100_10_2495,K02614
contig-100_10_2496,K00074
contig-100_10_2497,K15866
contig-100_10_2498,K01692
contig-100_10_2499,K02613
contig-100_10_2500,K02612
contig-100_10_2501,K02611
contig-100_10_2502,K02610
contig-100_10_2503,K02609
contig-100_10_2504,K02618
contig-100_10_2505,K00276
contig-100_10_2506,
contig-100_10_2507,K02784
contig-100_10_2508,
contig-100_10_2509,
contig-100_10_2510,K02775
contig-100_10_2511,K02774
contig-100_10_2512,K02773
contig-100_10_2513,
contig-100_10_2514,
contig-100_10_2515,
contig-100_10_2516,K11250
contig-100_10_2517,
contig-100_10_2518,K00134
contig-100_10_2519,
contig-100_10_2520,K19587
contig-100_10_2521,K19585
contig-100_10_2522,K19586
contig-100_10_2523,K05804
contig-100_10_2524,
contig-100_10_2525,
contig-100_10_2526,
contig-100_10_2527,
contig-100_10_2528,
contig-100_10_2529,
contig-100_10_2530,
contig-100_10_2531,K01284
contig-100_10_2532,K16066
contig-100_10_2533,K22293
contig-100_10_2534,K11932
contig-100_10_2535,K00040
contig-100_10_2536,K08173
contig-100_10_2537,K08322
contig-100_10_2538,K08323
contig-100_10_2539,K09771
contig-100_10_2540,
contig-100_10_2541,K00657
contig-100_10_2542,
contig-100_10_2543,
contig-100_10_2544,K07309
contig-100_10_2545,K07307
contig-100_10_2546,K07312
contig-100_10_2547,K23349
contig-100_10_2548,K03281
contig-100_10_2549,K01935
contig-100_10_2550,K15545
contig-100_10_2551,
contig-100_10_2552,K08224
contig-100_10_2553,
contig-100_10_2554,K01299
contig-100_10_2555,
contig-100_10_2556,
contig-100_10_2557,K03566
contig-100_10_2558,
contig-100_10_2559,K04775
contig-100_10_2560,
contig-100_10_2561,K11742
contig-100_10_2562,K11743
contig-100_10_2563,K11744
contig-100_10_2564,
contig-100_10_2565,K13929
contig-100_10_2566,K13930
contig-100_10_2567,K13931
contig-100_10_2568,K13932
contig-100_10_2569,K13933
contig-100_10_2570,K13936
contig-100_10_2571,K13934
contig-100_10_2572,K13935
contig-100_10_2573,K13928
contig-100_10_2574,K00116
contig-100_10_2575,K07106
contig-100_10_2576,K07701
contig-100_10_2577,K07703
contig-100_10_2578,K03734
contig-100_10_2579,K00244
contig-100_10_2580,K11106
contig-100_10_2581,K01676
contig-100_10_2582,K01607
contig-100_10_2583,K01055
contig-100_10_2584,K01857
contig-100_10_2585,K00632
contig-100_10_2586,K01032
contig-100_10_2587,K01031
contig-100_10_2588,K02624
contig-100_10_2589,
contig-100_10_2590,K14057
contig-100_10_2591,K12940
contig-100_10_2592,K12941
contig-100_10_2593,K12942
contig-100_10_2594,
contig-100_10_2595,K00567
contig-100_10_2596,K01420
contig-100_10_2597,K14055
contig-100_10_2598,
contig-100_10_2599,K00325
contig-100_10_2600,K00324
contig-100_10_2601,
contig-100_10_2602,K03758
contig-100_10_2603,K13938
contig-100_10_2604,
contig-100_10_2605,K21638
contig-100_10_2606,K07661
contig-100_10_2607,K07639
contig-100_10_2608,K10748
contig-100_10_2609,K01679
contig-100_10_2610,K01676
contig-100_10_2611,K01809
contig-100_10_2612,
contig-100_10_2613,K16136
contig-100_10_2614,K02791
contig-100_10_2615,K14155
contig-100_10_2616,
contig-100_10_2617,K07112
contig-100_10_2618,
contig-100_10_2619,K02073
contig-100_10_2620,K01488
contig-100_10_2621,
contig-100_10_2622,K01223
contig-100_10_2623,
contig-100_10_2624,
contig-100_10_2625,K03617
contig-100_10_2626,K03616
contig-100_10_2627,K03615
contig-100_10_2628,K03614
contig-100_10_2629,K03612
contig-100_10_2630,K03613
contig-100_10_2631,K10773
contig-100_10_2632,K03305
contig-100_10_2633,K00799
contig-100_10_2634,K00868
contig-100_10_2635,K01866
contig-100_11_2636,
contig-100_11_2637,
contig-100_11_2638,
contig-100_11_2639,
contig-100_11_2640,K03686
contig-100_11_2641,K04043
contig-100_11_2642,
contig-100_11_2643,
contig-100_11_2644,K07034
contig-100_11_2645,
contig-100_11_2646,K03831
contig-100_11_2647,K00616
contig-100_11_2648,K03310
contig-100_11_2649,K09861
contig-100_11_2650,K01733
contig-100_11_2651,K00872
contig-100_11_2652,K12524
contig-100_11_2653,K02533
contig-100_11_2654,K07773
contig-100_11_2655,K06143
contig-100_11_2656,K07641
contig-100_11_2657,K07663
contig-100_11_2658,K05805
contig-100_11_2659,K05804
contig-100_11_2660,K15634
contig-100_11_2661,K01529
contig-100_11_2662,K03720
contig-100_11_2663,K08309
contig-100_11_2664,K06020
contig-100_11_2665,K06211
contig-100_11_2666,K04485
contig-100_11_2667,K01079
contig-100_11_2668,K07186
contig-100_11_2669,K03800
contig-100_11_2670,K03784
contig-100_11_2671,K01839
contig-100_11_2672,K00758
contig-100_11_2673,K01619
contig-100_11_2674,K03317
contig-100_11_2675,K03424
contig-100_11_2676,
contig-100_11_2677,
contig-100_11_2678,K04065
contig-100_11_2679,K02837
contig-100_11_2680,K08723
contig-100_11_2681,K03789
contig-100_11_2682,K02344
contig-100_11_2683,K00564
contig-100_11_2684,
contig-100_11_2685,
contig-100_11_2686,K13255
contig-100_11_2687,K02761
contig-100_11_2688,
contig-100_11_2689,K22650
contig-100_11_2690,
contig-100_11_2691,K18954
contig-100_11_2692,K00481
contig-100_11_2693,
contig-100_11_2694,
contig-100_11_2695,K02317
contig-100_11_2696,K02315
contig-100_11_2697,
contig-100_11_2698,K01002
contig-100_11_2699,
contig-100_11_2700,K19510
contig-100_11_2701,K19504
contig-100_11_2702,K19509
contig-100_11_2703,K19508
contig-100_11_2704,K19507
contig-100_11_2705,K19506
contig-100_11_2706,K19505
contig-100_11_2707,
contig-100_11_2708,K00041
contig-100_11_2709,K23007
contig-100_11_2710,K23015
contig-100_11_2711,K23016
contig-100_11_2712,
contig-100_11_2713,
contig-100_11_2714,
contig-100_11_2715,K01631
contig-100_11_2716,K00883
contig-100_11_2717,K03307
contig-100_11_2718,
contig-100_11_2719,K06015
contig-100_11_2720,K01753
contig-100_11_2721,
contig-100_11_2722,K05921
contig-100_11_2723,K05921
contig-100_11_2724,K00151
contig-100_11_2725,K00455
contig-100_11_2726,K01826
contig-100_11_2727,K02509
contig-100_11_2728,K02510
contig-100_11_2729,K02511
contig-100_11_2730,K02508
contig-100_11_2731,K00483
contig-100_11_2732,K00484
contig-100_11_2733,
contig-100_11_2734,K23676
contig-100_11_2735,
contig-100_11_2736,
contig-100_11_2737,K00135
contig-100_11_2738,
contig-100_11_2739,
contig-100_11_2740,
contig-100_11_2741,
contig-100_11_2742,
contig-100_11_2743,K23241
contig-100_11_2744,
contig-100_11_2745,
contig-100_11_2746,
contig-100_11_2747,
contig-100_11_2748,
contig-100_11_2749,
contig-100_11_2750,K14665
contig-100_11_2751,
contig-100_11_2752,
contig-100_11_2753,
contig-100_11_2754,
contig-100_11_2755,
contig-100_11_2756,K06075
contig-100_11_2757,
contig-100_11_2758,
contig-100_11_2759,K01426
contig-100_11_2760,
contig-100_11_2761,K21265
contig-100_11_2762,
contig-100_11_2763,K00355
contig-100_11_2764,
contig-100_11_2765,
contig-100_11_2766,
contig-100_11_2767,
contig-100_11_2768,
contig-100_11_2769,
contig-100_11_2770,
contig-100_11_2771,K08697
contig-100_11_2772,K13921
contig-100_11_2773,K20038
contig-100_11_2774,K20037
contig-100_11_2775,
contig-100_11_2776,K15024
contig-100_11_2777,
contig-100_11_2778,K03297
contig-100_11_2779,K03297
contig-100_11_2780,
contig-100_11_2781,K01667
contig-100_11_2782,K03835
contig-100_11_2783,K01867
contig-100_11_2784,K13069
contig-100_11_2785,K01993
contig-100_11_2786,K13926
contig-100_11_2787,K01992
contig-100_11_2788,
contig-100_12_2789,K07349
contig-100_12_2790,K07350
contig-100_12_2791,
contig-100_12_2792,K01232
contig-100_12_2793,K02750
contig-100_12_2794,K03482
contig-100_12_2795,
contig-100_12_2796,
contig-100_12_2797,
contig-100_12_2798,
contig-100_12_2799,K08172
contig-100_12_2800,
contig-100_12_2801,
contig-100_12_2802,
contig-100_12_2803,
contig-100_12_2804,
contig-100_12_2805,
contig-100_12_2806,K00010
contig-100_12_2807,K06609
contig-100_12_2808,K07168
contig-100_12_2809,K01251
contig-100_12_2810,K02233
contig-100_12_2811,K09802
contig-100_12_2812,
contig-100_12_2813,K07470
contig-100_12_2814,
contig-100_12_2815,K07258
contig-100_12_2816,K01141
contig-100_12_2817,K02355
contig-100_12_2818,
contig-100_12_2819,
contig-100_12_2820,
contig-100_12_2821,
contig-100_12_2822,K00765
contig-100_12_2823,K00013
contig-100_12_2824,K00817
contig-100_12_2825,K01089
contig-100_12_2826,K02501
contig-100_12_2827,K01814
contig-100_12_2828,K02500
contig-100_12_2829,K11755
contig-100_12_2830,K12995
contig-100_12_2831,K12994
contig-100_12_2832,K12993
contig-100_12_2833,K18827
contig-100_12_2834,K09691
contig-100_12_2835,K09690
contig-100_12_2836,K01840
contig-100_12_2837,K00971
contig-100_12_2838,K08679
contig-100_12_2839,K00012
contig-100_12_2840,K01790
contig-100_12_2841,K00067
contig-100_12_2842,K00973
contig-100_12_2843,K01710
contig-100_12_2844,K00033
contig-100_12_2845,
contig-100_12_2846,
contig-100_12_2847,
contig-100_12_2848,K12990
contig-100_12_2849,
contig-100_12_2850,
contig-100_12_2851,
contig-100_12_2852,K12992
contig-100_12_2853,K00996
contig-100_12_2854,K16692
contig-100_12_2855,K01104
contig-100_12_2856,K01991
contig-100_12_2857,
contig-100_12_2858,K05590
contig-100_12_2859,
contig-100_12_2860,K00963
contig-100_12_2861,
contig-100_12_2862,K07289
contig-100_12_2863,K01494
contig-100_12_2864,K00876
contig-100_12_2865,K01247
contig-100_12_2866,K04046
contig-100_12_2867,K01647
contig-100_12_2868,
contig-100_12_2869,K07660
contig-100_12_2870,
contig-100_12_2871,
contig-100_12_2872,K06987
contig-100_12_2873,K03719
contig-100_12_2874,K10023
contig-100_12_2875,K10024
contig-100_12_2876,K10014
contig-100_12_2877,K01482
contig-100_12_2878,K07799
contig-100_12_2879,K07788
contig-100_12_2880,K07789
contig-100_12_2881,K18326
contig-100_12_2882,K07642
contig-100_12_2883,K07664
contig-100_12_2884,
contig-100_12_2885,
contig-100_12_2886,
contig-100_12_2887,K08303
contig-100_12_2888,
contig-100_12_2889,
contig-100_12_2890,
contig-100_12_2891,K02032
contig-100_12_2892,K02031
contig-100_12_2893,K02034
contig-100_12_2894,K02033
contig-100_12_2895,K02035
contig-100_12_2896,
contig-100_12_2897,K24204
contig-100_12_2898,
contig-100_12_2899,K00854
contig-100_12_2900,K00007
contig-100_12_2901,
contig-100_12_2902,K03435
contig-100_12_2903,K00039
contig-100_12_2904,K00875
contig-100_12_2905,K11645
contig-100_12_2906,K00941
contig-100_12_2907,K00878
contig-100_12_2908,
contig-100_12_2909,K01486
contig-100_12_2910,K06901
contig-100_12_2911,
contig-100_12_2912,K23243
contig-100_12_2913,
contig-100_12_2914,K03593
contig-100_12_2915,K01874
contig-100_12_2916,
contig-100_13_2917,
contig-100_13_2918,K06200
contig-100_13_2919,
contig-100_13_2920,
contig-100_13_2921,
contig-100_13_2922,K08317
contig-100_13_2923,K02056
contig-100_13_2924,K02057
contig-100_13_2925,K02058
contig-100_13_2926,
contig-100_13_2927,K00899
contig-100_13_2928,K08963
contig-100_13_2929,K01093
contig-100_13_2930,K07783
contig-100_13_2931,K01092
contig-100_13_2932,
contig-100_13_2933,K01485
contig-100_13_2934,
contig-100_13_2935,K10974
contig-100_13_2936,K08964
contig-100_13_2937,K00862
contig-100_13_2938,K00058
contig-100_13_2939,
contig-100_13_2940,K10440
contig-100_13_2941,K10440
contig-100_13_2942,K10441
contig-100_13_2943,K10439
contig-100_13_2944,K08351
contig-100_13_2945,K08967
contig-100_13_2946,K09880
contig-100_13_2947,K14287
contig-100_13_2948,
contig-100_13_2949,
contig-100_13_2950,
contig-100_13_2951,K03805
contig-100_13_2952,K24119
contig-100_13_2953,K03387
contig-100_13_2954,K11932
contig-100_13_2955,K06140
contig-100_13_2956,K01169
contig-100_13_2957,K03326
contig-100_13_2958,K12973
contig-100_13_2959,K03704
contig-100_13_2960,K06199
contig-100_13_2961,K11206
contig-100_13_2962,K03425
contig-100_13_2963,K03644
contig-100_13_2964,
contig-100_13_2965,K03801
contig-100_13_2966,K09158
contig-100_13_2967,K07258
contig-100_13_2968,K03642
contig-100_13_2969,K05837
contig-100_13_2970,K05515
contig-100_13_2971,K00783
contig-100_13_2972,K09710
contig-100_13_2973,K02226
contig-100_13_2974,K00969
contig-100_13_2975,K02340
contig-100_13_2976,K03643
contig-100_13_2977,K01869
contig-100_13_2978,
contig-100_13_2979,
contig-100_13_2980,
contig-100_13_2981,K10004
contig-100_13_2982,K10002
contig-100_13_2983,K10003
contig-100_13_2984,K10001
contig-100_13_2985,K03820
contig-100_13_2986,K06189
contig-100_13_2987,K07042
contig-100_13_2988,K06217
contig-100_13_2989,K06168
contig-100_13_2990,K03184
contig-100_13_2991,K01953
contig-100_13_2992,K02566
contig-100_13_2993,K02565
contig-100_13_2994,K01443
contig-100_13_2995,K02564
contig-100_13_2996,K02804
contig-100_13_2997,K01886
contig-100_13_2998,
contig-100_13_2999,
contig-100_13_3000,K03288
contig-100_13_3001,K13795
contig-100_13_3002,K13796
contig-100_13_3003,K13794
contig-100_13_3004,K03711
contig-100_13_3005,K03839
contig-100_13_3006,
contig-100_13_3007,K01175
contig-100_13_3008,K03645
contig-100_13_3009,K01835
contig-100_13_3010,
contig-100_13_3011,K02430
contig-100_13_3012,K23271
contig-100_13_3013,K10439
contig-100_13_3014,K10441
contig-100_13_3015,K10440
contig-100_13_3016,K00880
contig-100_13_3017,K03079
contig-100_13_3018,K03077
contig-100_13_3019,K07667
contig-100_13_3020,K07646
contig-100_13_3021,K01548
contig-100_13_3022,K01547
contig-100_13_3023,K01546
contig-100_13_3024,
contig-100_13_3025,K01669
contig-100_13_3026,K03305
contig-100_13_3027,
contig-100_13_3028,K23123
contig-100_13_3029,K23124
contig-100_13_3030,K07160
contig-100_13_3031,
contig-100_13_3032,
contig-100_13_3033,K01304
contig-100_13_3034,K05522
contig-100_13_3035,K01647
contig-100_13_3036,K00241
contig-100_13_3037,K00242
contig-100_13_3038,K00239
contig-100_13_3039,K00240
contig-100_13_3040,K00164
contig-100_13_3041,K00658
contig-100_13_3042,K01903
contig-100_13_3043,K01902
contig-100_13_3044,
contig-100_13_3045,
contig-100_13_3046,K03453
contig-100_13_3047,K18013
contig-100_13_3048,K22131
contig-100_13_3049,
contig-100_13_3050,K22130
contig-100_13_3051,K21948
contig-100_13_3052,
contig-100_13_3053,
contig-100_13_3054,
contig-100_14_3055,K14731
contig-100_14_3056,K07053
contig-100_14_3057,K11991
contig-100_14_3058,
contig-100_14_3059,
contig-100_14_3060,
contig-100_14_3061,
contig-100_14_3062,
contig-100_14_3063,
contig-100_14_3064,
contig-100_14_3065,K07347
contig-100_14_3066,
contig-100_14_3067,K14445
contig-100_14_3068,
contig-100_14_3069,K01697
contig-100_14_3070,K01758
contig-100_14_3071,
contig-100_14_3072,
contig-100_14_3073,
contig-100_14_3074,
contig-100_14_3075,
contig-100_14_3076,K05825
contig-100_14_3077,K01460
contig-100_14_3078,
contig-100_14_3079,K11209
contig-100_14_3080,
contig-100_14_3081,K01061
contig-100_14_3082,
contig-100_14_3083,
contig-100_14_3084,K03292
contig-100_14_3085,K03559
contig-100_14_3086,K03561
contig-100_14_3087,K01760
contig-100_14_3088,
contig-100_14_3089,
contig-100_14_3090,K08325
contig-100_14_3091,K06221
contig-100_14_3092,
contig-100_14_3093,
contig-100_14_3094,K04753
contig-100_14_3095,K00655
contig-100_14_3096,K02621
contig-100_14_3097,
contig-100_14_3098,K07666
contig-100_14_3099,K07645
contig-100_14_3100,K03923
contig-100_14_3101,
contig-100_14_3102,K02622
contig-100_14_3103,K07000
contig-100_14_3104,K03651
contig-100_14_3105,K09920
contig-100_14_3106,K01515
contig-100_14_3107,K12340
contig-100_14_3108,
contig-100_14_3109,
contig-100_14_3110,K15777
contig-100_14_3111,K07238
contig-100_14_3112,K02858
contig-100_14_3113,K09806
contig-100_14_3114,K22720
contig-100_14_3115,K03272
contig-100_14_3116,K00982
contig-100_14_3117,K18446
contig-100_14_3118,K07184
contig-100_14_3119,K00974
contig-100_14_3120,K06153
contig-100_14_3121,K01633
contig-100_14_3122,K08591
contig-100_14_3123,K03190
contig-100_14_3124,K01430
contig-100_14_3125,K01429
contig-100_14_3126,K01428
contig-100_14_3127,K03187
contig-100_14_3128,K03188
contig-100_14_3129,K03189
contig-100_14_3130,
contig-100_14_3131,K01409
contig-100_14_3132,K02970
contig-100_14_3133,K02316
contig-100_14_3134,K03086
contig-100_14_3135,
contig-100_14_3136,
contig-100_14_3137,K03649
contig-100_14_3138,K04095
contig-100_14_3139,
contig-100_14_3140,
contig-100_14_3141,K00086
contig-100_14_3142,K05880
contig-100_14_3143,K00005
contig-100_14_3144,K05878
contig-100_14_3145,K05879
contig-100_14_3146,K05881
contig-100_14_3147,
contig-100_14_3148,K07229
contig-100_14_3149,
contig-100_14_3150,K09251
contig-100_14_3151,K06878
contig-100_14_3152,K12113
contig-100_14_3153,K12111
contig-100_14_3154,K12112
contig-100_14_3155,
contig-100_14_3156,
contig-100_14_3157,
contig-100_14_3158,K03931
contig-100_14_3159,K11530
contig-100_14_3160,K08321
contig-100_14_3161,K10555
contig-100_14_3162,K10557
contig-100_14_3163,K10556
contig-100_14_3164,K10558
contig-100_14_3165,K11531
contig-100_14_3166,K11216
contig-100_14_3167,K00219
contig-100_14_3168,K11391
contig-100_14_3169,K03292
contig-100_14_3170,
contig-100_14_3171,K01198
contig-100_14_3172,K07043
contig-100_14_3173,K07341
contig-100_14_3174,K19165
contig-100_14_3175,
contig-100_14_3176,
contig-100_14_3177,K07862
contig-100_14_3178,
contig-100_14_3179,K01685
contig-100_14_3180,K01812
contig-100_14_3181,K08191
contig-100_14_3182,K19775
contig-100_14_3183,
contig-100_14_3184,
contig-100_14_3185,
contig-100_14_3186,
contig-100_14_3187,
contig-100_14_3188,
contig-100_14_3189,K15977
contig-100_14_3190,K07393
contig-100_14_3191,
contig-100_14_3192,
contig-100_14_3193,
contig-100_14_3194,
contig-100_14_3195,
contig-100_15_3196,K15551
contig-100_15_3197,K10831
contig-100_15_3198,K15552
contig-100_15_3199,K03119
contig-100_15_3200,
contig-100_15_3201,K07491
contig-100_15_3202,K01698
contig-100_15_3203,K18988
contig-100_15_3204,
contig-100_15_3205,
contig-100_15_3206,K17938
contig-100_15_3207,
contig-100_15_3208,
contig-100_15_3209,
contig-100_15_3210,K01921
contig-100_15_3211,
contig-100_15_3212,K08161
contig-100_15_3213,K00046
contig-100_15_3214,
contig-100_15_3215,K06146
contig-100_15_3216,
contig-100_15_3217,K01077
contig-100_15_3218,
contig-100_15_3219,K00286
contig-100_15_3220,K09768
contig-100_15_3221,K09945
contig-100_15_3222,K00891
contig-100_15_3223,
contig-100_15_3224,K14591
contig-100_15_3225,K09913
contig-100_15_3226,K03554
contig-100_15_3227,K00847
contig-100_15_3228,
contig-100_15_3229,K03546
contig-100_15_3230,K03547
contig-100_15_3231,K07657
contig-100_15_3232,K07636
contig-100_15_3233,K03311
contig-100_15_3234,K11736
contig-100_15_3235,K01187
contig-100_15_3236,
contig-100_15_3237,
contig-100_15_3238,K09932
contig-100_15_3239,
contig-100_15_3240,K01624
contig-100_15_3241,K18478
contig-100_15_3242,K03475
contig-100_15_3243,K02822
contig-100_15_3244,K02821
contig-100_15_3245,K03386
contig-100_15_3246,K08682
contig-100_15_3247,K07568
contig-100_15_3248,K00773
contig-100_15_3249,K03210
contig-100_15_3250,K03072
contig-100_15_3251,K03074
contig-100_15_3252,
contig-100_15_3253,K06996
contig-100_15_3254,
contig-100_15_3255,K05517
contig-100_15_3256,
contig-100_15_3257,K07738
contig-100_15_3258,K11752
contig-100_15_3259,K00794
contig-100_15_3260,K03625
contig-100_15_3261,K00946
contig-100_15_3262,K01095
contig-100_15_3263,K23107
contig-100_15_3264,K01662
contig-100_15_3265,K00795
contig-100_15_3266,K03602
contig-100_15_3267,K03151
contig-100_15_3268,
contig-100_15_3269,K03152
contig-100_15_3270,K00077
contig-100_15_3271,K09767
contig-100_15_3272,
contig-100_15_3273,
contig-100_15_3274,K00997
contig-100_15_3275,K00059
contig-100_15_3276,
contig-100_15_3277,K02078
contig-100_15_3278,
contig-100_15_3279,
contig-100_15_3280,
contig-100_15_3281,
contig-100_15_3282,K02003
contig-100_15_3283,
contig-100_15_3284,K02004
contig-100_15_3285,
contig-100_15_3286,
contig-100_15_3287,K00645
contig-100_15_3288,
contig-100_15_3289,
contig-100_15_3290,
contig-100_15_3291,
contig-100_15_3292,K03292
contig-100_15_3293,K08195
contig-100_15_3294,
contig-100_15_3295,
